Service,Function,Method,UrlRef,File
"TreamentService","updateCaringEmployee","POST","urlsApi.treatment.updateCaringEmployee","src/services/TreamentService.ts"
"TreamentService","updateNext","POST","urlsApi.treatment.updateNext","src/services/TreamentService.ts"
"TreatmentHistoryService","delete","DELETE","`${urlsApi.treatmentHistory.delete}?id=${id}`","src/services/TreatmentHistoryService.ts"
"TreatmentHistoryService","detail","GET","`${urlsApi.treatmentHistory.detail}?id=${id}`","src/services/TreatmentHistoryService.ts"
"TreatmentHistoryService","list","GET","`${urlsApi.treatmentHistory.list}${convertParamsToString(params)}`","src/services/TreatmentHistoryService.ts"
"TreatmentHistoryService","listByCustomer","GET","`${urlsApi.treatmentHistory.listByCustomer}${convertParamsToString(params)}`","src/services/TreatmentHistoryService.ts"
"TreatmentHistoryService","update","POST","urlsApi.treatmentHistory.update","src/services/TreatmentHistoryService.ts"
"TreatmentRoomService","checkTreatmentRoom","POST","urlsApi.treatmentRoom.checkTreatmentRoom","src/services/TreatmentRoomService.ts"
"TreatmentRoomService","delete","DELETE","`${urlsApi.treatmentRoom.delete}?id=${id}`","src/services/TreatmentRoomService.ts"
"TreatmentRoomService","detail","GET","`${urlsApi.treatmentRoom.detail}?id=${id}`","src/services/TreatmentRoomService.ts"
"TreatmentRoomService","list","GET","`${urlsApi.treatmentRoom.list}${convertParamsToString(params)}`","src/services/TreatmentRoomService.ts"
"TreatmentRoomService","update","POST","urlsApi.treatmentRoom.update","src/services/TreatmentRoomService.ts"
"UnitService","delete","DELETE","`${urlsApi.unit.delete}?id=${id}`","src/services/UnitService.ts"
"UnitService","list","GET","`${urlsApi.unit.list}${convertParamsToString(params)}`","src/services/UnitService.ts"
"UnitService","update","POST","urlsApi.unit.update","src/services/UnitService.ts"
"UserService","basicInfo","POST","urlsApi.user.basicInfo","src/services/UserService.ts"
"UserService","changePass","POST","urlsApi.user.changePass","src/services/UserService.ts"
"UserService","checkLogin","GET","`${urlsApi.user.checkLogin}${convertParamsToString(params)}`","src/services/UserService.ts"
"UserService","create","POST","urlsApi.user.create","src/services/UserService.ts"
"UserService","delete","DELETE","`${urlsApi.user.delete}?id=${id}`","src/services/UserService.ts"
"UserService","detail","GET","`${urlsApi.user.detail}?id=${id}`","src/services/UserService.ts"
"UserService","detailTimeLogin","GET","`${urlsApi.user.detailTimeLogin}${convertParamsToString(params)}`","src/services/UserService.ts"
"UserService","fcmDevice","POST","urlsApi.user.fcmDevice","src/services/UserService.ts"
"UserService","list","GET","`${urlsApi.user.list}${convertParamsToString(params)}`","src/services/UserService.ts"
"UserService","logout","POST","urlsApi.logout","src/services/UserService.ts"
"UserService","profile","GET","`${urlsApi.user.profile}`","src/services/UserService.ts"
"UserService","resetPass","POST","urlsApi.user.resetPass","src/services/UserService.ts"
"UserService","selectUsers","GET","`${urlsApi.user.selectUsers}${convertParamsToString(params)}`","src/services/UserService.ts"
"UserService","update","POST","urlsApi.user.update","src/services/UserService.ts"
"UserTaskService","addWorkExchange","POST","urlsApi.userTask.addWorkExchange","src/services/UserTaskService.ts"
"UserTaskService","delete","DELETE","`${urlsApi.userTask.delete}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","deleteWorkExchange","DELETE","`${urlsApi.userTask.deleteWorkExchange}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","detail","GET","`${urlsApi.userTask.detail}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","employeeAssignees","GET","urlsApi.userTask.employeeAssignees","src/services/UserTaskService.ts"
"UserTaskService","employeeManagers","GET","urlsApi.userTask.employeeManagers","src/services/UserTaskService.ts"
"UserTaskService","exportOLA","GET","`${urlsApi.userTask.exportOLA}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"UserTaskService","exportSLA","GET","`${urlsApi.userTask.exportSLA}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"UserTaskService","getOtherWorkOrder","GET","`${urlsApi.userTask.getOtherWorkOrder}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","getWorkInprogress","GET","`${urlsApi.userTask.getWorkInprogress}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","getWorkInprogressList","GET","`${urlsApi.userTask.getWorkInprogressList}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"UserTaskService","list","GET","`${urlsApi.userTask.list}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"UserTaskService","list","POST","urlsApi.userTask.list","src/services/UserTaskService.ts"
"UserTaskService","listPause","GET","`${urlsApi.userTask.listPause}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"UserTaskService","relatedPeople","GET","`${urlsApi.userTask.relatedPeople}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","update","POST","urlsApi.userTask.update","src/services/UserTaskService.ts"
"UserTaskService","updateLevelStatus","POST","urlsApi.userTask.updatePriorityLevel","src/services/UserTaskService.ts"
"UserTaskService","updateOtherWorkOrder","POST","urlsApi.userTask.updateOtherWorkOrder","src/services/UserTaskService.ts"
"UserTaskService","updateParticipant","POST","urlsApi.userTask.updateParticipant","src/services/UserTaskService.ts"
"UserTaskService","updatePause","POST","urlsApi.userTask.updatePause","src/services/UserTaskService.ts"
"UserTaskService","updateRating","POST","urlsApi.userTask.updateRating","src/services/UserTaskService.ts"
"UserTaskService","updateRelatedCustomer","POST","urlsApi.userTask.updateCustomer","src/services/UserTaskService.ts"
"UserTaskService","updateStatus","POST","urlsApi.userTask.updateStatus","src/services/UserTaskService.ts"
"UserTaskService","updateWorkExchange","GET","`${urlsApi.userTask.updateWorkExchange}?id=${id}`","src/services/UserTaskService.ts"
"UserTaskService","updateWorkInprogress","POST","urlsApi.userTask.updateWorkInprogress","src/services/UserTaskService.ts"
"UserTaskService","workExchange","GET","`${urlsApi.userTask.workExchange}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"UserTaskService","workReport","GET","`${urlsApi.userTask.workReport}${convertParamsToString(params)}`","src/services/UserTaskService.ts"
"VehicleService","delete","DELETE","`${urlsApi.vehicle.delete}?id=${id}`","src/services/VehicleService.ts"
"VehicleService","detail","GET","`${urlsApi.vehicle.detail}?id=${id}`","src/services/VehicleService.ts"
"VehicleService","list","GET","`${urlsApi.vehicle.list}${convertParamsToString(params)}`","src/services/VehicleService.ts"
"VehicleService","update","POST","urlsApi.vehicle.update","src/services/VehicleService.ts"
"WarehouseService","infoExpiryDateProductionDate","GET","`${urlsApi.warehouse.infoExpiryDateProductionDate}${convertParamsToString(params)}`","src/services/WarehouseService.ts"
"WarehouseService","list","GET","`${urlsApi.warehouse.list}${convertParamsToString(params)}`","src/services/WarehouseService.ts"
"WarehouseService","productList","GET","`${urlsApi.warehouse.productList}${convertParamsToString(params)}`","src/services/WarehouseService.ts"
"WarrantyCategoryService","delete","DELETE","`${urlsApi.warrantyCategory.delete}?id=${id}`","src/services/WarrantyCategoryService.ts"
"WarrantyCategoryService","detail","GET","`${urlsApi.warrantyCategory.detail}?id=${id}`","src/services/WarrantyCategoryService.ts"
"WarrantyCategoryService","list","GET","`${urlsApi.warrantyCategory.list}${convertParamsToString(params)}`","src/services/WarrantyCategoryService.ts"
"WarrantyCategoryService","update","POST","urlsApi.warrantyCategory.update","src/services/WarrantyCategoryService.ts"
"WarrantyProcService","delete","DELETE","`${urlsApi.warrantyProc.delete}?id=${id}`","src/services/WarrantyProcService.ts"
"WarrantyProcService","detail","GET","`${urlsApi.warrantyProc.detail}?id=${id}`","src/services/WarrantyProcService.ts"
"WarrantyProcService","list","GET","`${urlsApi.warrantyProc.list}${convertParamsToString(params)}`","src/services/WarrantyProcService.ts"
"WarrantyProcService","update","POST","urlsApi.warrantyProc.update","src/services/WarrantyProcService.ts"
"WarrantyService","collect","POST","`${urlsApi.warranty.collect}${convertParamsToString(params)}`","src/services/WarrantyService.ts"
"WarrantyService","delete","DELETE","`${urlsApi.warranty.delete}?id=${id}`","src/services/WarrantyService.ts"
"WarrantyService","detail","GET","`${urlsApi.warranty.detail}?id=${id}`","src/services/WarrantyService.ts"
"WarrantyService","list","GET","`${urlsApi.warranty.list}${convertParamsToString(params)}`","src/services/WarrantyService.ts"
"WarrantyService","resetTransferVotes","GET","`${urlsApi.warranty.resetTransferVotes}${convertParamsToString(params)}`","src/services/WarrantyService.ts"
"WarrantyService","update","POST","urlsApi.warranty.update","src/services/WarrantyService.ts"
"WarrantyService","updateStatus","POST","urlsApi.warranty.updateStatus","src/services/WarrantyService.ts"
"WarrantyService","warrantyExchangeDelete","DELETE","`${urlsApi.warranty.warrantyExchangeDelete}?id=${id}`","src/services/WarrantyService.ts"
"WarrantyService","warrantyExchangeList","GET","`${urlsApi.warranty.warrantyExchangeList}${convertParamsToString(params)}`","src/services/WarrantyService.ts"
"WarrantyService","warrantyExchangeUpdate","POST","urlsApi.warranty.warrantyExchangeUpdate","src/services/WarrantyService.ts"
"WarrantyService","warrantyProcessUpdate","POST","urlsApi.warranty.warrantyProcess","src/services/WarrantyService.ts"
"WarrantyStepService","delete","DELETE","`${urlsApi.warrantyStep.delete}?id=${id}`","src/services/WarrantyStepService.ts"
"WarrantyStepService","detail","GET","`${urlsApi.warrantyStep.detail}?id=${id}`","src/services/WarrantyStepService.ts"
"WarrantyStepService","list","GET","`${urlsApi.warrantyStep.list}${convertParamsToString(params)}`","src/services/WarrantyStepService.ts"
"WarrantyStepService","update","POST","urlsApi.warrantyStep.update","src/services/WarrantyStepService.ts"
"WebhookService","delete","DELETE","`${urlsApi.webhook.delete}?id=${id}`","src/services/WebhookService.ts"
"WebhookService","detail","GET","`${urlsApi.webhook.detail}?id=${id}`","src/services/WebhookService.ts"
"WebhookService","list","GET","`${urlsApi.webhook.list}${convertParamsToString(params)}`","src/services/WebhookService.ts"
"WebhookService","update","POST","urlsApi.webhook.update","src/services/WebhookService.ts"
"WorkCategoryService","delete","DELETE","`${urlsApi.workCategory.delete}?id=${id}`","src/services/WorkCategoryService.ts"
"WorkCategoryService","detail","GET","`${urlsApi.workCategory.detail}?id=${id}`","src/services/WorkCategoryService.ts"
"WorkCategoryService","list","GET","`${urlsApi.workCategory.list}${convertParamsToString(params)}`","src/services/WorkCategoryService.ts"
"WorkCategoryService","update","POST","urlsApi.workCategory.update","src/services/WorkCategoryService.ts"
"WorkCategoryService","updateStatus","POST","urlsApi.workCategory.updateStatus","src/services/WorkCategoryService.ts"
"WorkOrderService","addWorkExchange","POST","urlsApi.workOrder.addWorkExchange","src/services/WorkOrderService.ts"
"WorkOrderService","assignNegotiationWork","POST","urlsApi.workOrder.assignNegotiationWork","src/services/WorkOrderService.ts"
"WorkOrderService","completeNegotiationWork","POST","urlsApi.workOrder.completeNegotiationWork","src/services/WorkOrderService.ts"
"WorkOrderService","delete","DELETE","`${urlsApi.workOrder.delete}?id=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","deleteWorkExchange","DELETE","`${urlsApi.workOrder.deleteWorkExchange}?id=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","detail","GET","`${urlsApi.workOrder.detail}?id=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","employeeAssignees","GET","urlsApi.workOrder.employeeAssignees","src/services/WorkOrderService.ts"
"WorkOrderService","employeeManagers","GET","urlsApi.workOrder.employeeManagers","src/services/WorkOrderService.ts"
"WorkOrderService","exportOLA","GET","`${urlsApi.workOrder.exportOLA}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","exportSLA","GET","`${urlsApi.workOrder.exportSLA}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","getNegotiationWork","GET","`${urlsApi.workOrder.getNegotiationWork}?workId=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","getOtherWorkOrder","GET","`${urlsApi.workOrder.getOtherWorkOrder}?id=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","getWorkInprogress","GET","`${urlsApi.workOrder.getWorkInprogress}?id=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","getWorkInprogressList","GET","`${urlsApi.workOrder.getWorkInprogressList}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","groups","GET","`${urlsApi.workOrder.groups}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","groupsV2","GET","`${urlsApi.workOrder.groupsV2}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","list","GET","`${urlsApi.workOrder.list}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","list","POST","urlsApi.workOrder.list","src/services/WorkOrderService.ts"
"WorkOrderService","listBpmWorkOrder","POST","urlsApi.workOrder.listBpmWorkOrder","src/services/WorkOrderService.ts"
"WorkOrderService","listPause","GET","`${urlsApi.workOrder.listPause}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","listV2","GET","`${urlsApi.workOrder.listV2}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","projectEmployeeAssignees","GET","`${urlsApi.workOrder.projectEmployeeAssignees}${convertParamsToString(params)}`","src/services/WorkOrderService.ts"
"WorkOrderService","relatedPeople","GET","`${urlsApi.workOrder.relatedPeople}?id=${id}`","src/services/WorkOrderService.ts"
"WorkOrderService","saveNegotiationWork","PUT","urlsApi.workOrder.saveNegotiationWork","src/services/WorkOrderService.ts"
"WorkOrderService","update","POST","urlsApi.workOrder.update","src/services/WorkOrderService.ts"
"WorkOrderService","updateAndInit","POST","urlsApi.workOrder.updateAndInit","src/services/WorkOrderService.ts"
"WorkOrderService","updateEmployee","POST","urlsApi.workOrder.updateEmployee","src/services/WorkOrderService.ts"
"WorkOrderService","updateInitProcess","POST","urlsApi.workOrder.updateInitProcess","src/services/WorkOrderService.ts"
